,Finnish infinitive,English inifinitive,Infinitive(eng),Infinitive(FI),examples,person,positive,negative,person_eng
88286,uppoutua,get absorbedwrapped up in,get absorbedwrapped up in,uppoutua,,,,,
88287,urahtaa,grunt,grunt,urahtaa,,,,,
88316,urauttaa,english,english,urauttaa,,,,,
88317,urautua,become rutted,become rutted,urautua,,,,,
88318,urbaanistua,become urbanized,become urbanized,urbaanistua,,,,,
88319,urbanisoida,do,do,urbanisoida,,,,,
88320,urbanisoitua,become urbanized,become urbanized,urbanisoitua,,,,,
88349,urista,growl,growl,urista,,,,,
88350,urittaa,english,english,urittaa,,,,,
88351,urjeta,follow,follow,urjeta,,,,,
88380,urpoilla,act like a moron,act like a moron,urpoilla,,,,,
88437,uskaltautua,venture,venture,uskaltautua,,,,,
88522,usuttaa,sic,sic,usuttaa,,,,,
88523,uudenaikaistaa,modernize,modernize,uudenaikaistaa,,,,,
88524,uudentaa,renew,renew,uudentaa,,,,,
88525,uudentua,do,do,uudentua,,,,,
88526,uudestisyntyä,be born again,be born again,uudestisyntyä,,,,,
88555,uudistua,be reformed,be reformed,uudistua,,,,,
88640,uurrostaa,cut a groove,cut a groove,uurrostaa,,,,,
88781,uuttua,english,english,uuttua,,,,,
88782,uuvahtaa,get tired,get tired,uuvahtaa,,,,,
88811,uzbekintaa,translate into uzbek,translate into uzbek,uzbekintaa,,,,,
88868,vaaita,do,do,vaaita,,,,,
89121,vaarantua,become endangered,become endangered,vaarantua,,,,,
89122,vaarinottaa,heed,heed,vaarinottaa,,,,,
89123,vaarua,rock,rock,vaarua,,,,,
89124,vaata,inspect that weights are calibrated,inspect that weights are calibrated,vaata,,,,,
89125,vaatia itselleen,lay claim,lay claim,vaatia itselleen,,,,,
89322,vahventaa,strengthen,strengthen,vahventaa,,,,,
89323,vahventua,become stronger,become stronger,vahventua,,,,,
89492,vaihtaa maisemaa,skip town,skip town,vaihtaa maisemaa,,,,,
89577,vaikertaa,wail,wail,vaikertaa,,,,,
89718,vaimeta,die down,die down,vaimeta,,,,,
89719,vainota,persecute,persecute,vainota,,,,,
89720,vainuta,scent,scent,vainuta,,,,,
89833,vajentaa,do,do,vajentaa,,,,,
89834,vajeta,lower,lower,vajeta,,,,,
89835,vajota,sink,sink,vajota,,,,,
90004,vakinaistuttaa,do,do,vakinaistuttaa,,,,,
90005,vakioida,english,english,vakioida,,,,,
90006,vakioitua,become standardized,become standardized,vakioitua,,,,,
90091,vakuuttua,become,become,vakuuttua,,,,,
90372,valitella,complain,complain,valitella,,,,,
90653,valmistautua,prepare,prepare,valmistautua,,,,,
90766,valottua,be exposed,be exposed,valottua,,,,,
90767,valpastua,become,become,valpastua,,,,,
90880,valvoa yötä myöten,burn the midnight oil,burn the midnight oil,valvoa yötä myöten,,,,,
90909,valvottaa,keep awake,keep awake,valvottaa,,,,,
91022,vanhentaa,make older,make older,vanhentaa,,,,,
91079,vankentaa,strengthen,strengthen,vankentaa,,,,,
91080,vanketa,english,english,vanketa,,,,,
91165,vanuttaa,full,full,vanuttaa,,,,,
91166,vapaamielistyä,become,become,vapaamielistyä,,,,,
91335,varastoitua,do,do,varastoitua,,,,,
91392,varhentaa,make earlier,make earlier,varhentaa,,,,,
91393,varioida,vary,vary,varioida,,,,,
91478,varjonyrkkeillä,shadowbox,shadowbox,varjonyrkkeillä,,,,,
91507,varjota,do,do,varjota,,,,,
91508,varmentaa,confirm,confirm,varmentaa,,,,,
91509,varmeta,do,do,varmeta,,,,,
91538,varmistautua,make sure,make sure,varmistautua,,,,,
91595,varoitella,warn,warn,varoitella,,,,,
91652,varrentaa,graft,graft,varrentaa,,,,,
91653,varrota,wait for,wait for,varrota,,,,,
91682,varteenottaa,do,do,varteenottaa,,,,,
91823,varustautua,get equipped,get equipped,varustautua,,,,,
91852,vasemmistolaistua,become politically,become politically,vasemmistolaistua,,,,,
91965,vastakahdentaa,redouble,redouble,vastakahdentaa,,,,,
92050,vatkaantua,do,do,vatkaantua,,,,,
92079,vatkautua,do,do,vatkautua,,,,,
92108,vatvoa,dwell on,dwell on,vatvoa,,,,,
92165,vauhkoutua,do,do,vauhkoutua,,,,,
92278,vedellä,pull,pull,vedellä,,,,,
92307,vedättää,cause something,cause something,vedättää,,,,,
92308,vedätyttää,do,do,vedätyttää,,,,,
92309,vehkeillä,conspire,conspire,vehkeillä,,,,,
92366,veistää,carve,carve,veistää,,,,,
92395,vekata,pleat,pleat,vekata,,,,,
92396,vekittää,pleat,pleat,vekittää,,,,,
92397,veljeillä,fraternize,fraternize,veljeillä,,,,,
92398,velkauttaa,do,do,velkauttaa,,,,,
92511,veltostua,slacken,slacken,veltostua,,,,,
92512,veltostuttaa,make indolent,make indolent,veltostuttaa,,,,,
92513,velttoutua,do,do,velttoutua,,,,,
92598,ventiloida,ventilate,ventilate,ventiloida,,,,,
92599,venytellä,stretch,stretch,venytellä,,,,,
92600,venyttäytyä,stretch,stretch,venyttäytyä,,,,,
92601,venyttää,stretch,stretch,venyttää,,,,,
92602,venyä,stretch,stretch,venyä,,,,,
92603,venähtää,bolt,bolt,venähtää,,,,,
92604,venäjäntää,translate into russian,translate into russian,venäjäntää,,,,,
92605,venäläistyä,russify,russify,venäläistyä,,,,,
92606,venäläistää,russify,russify,venäläistää,,,,,
92607,verbalisoida,verbalize,verbalize,verbalisoida,,,,,
92608,verestää,refresh,refresh,verestää,,,,,
92665,verifioida,verify,verify,verifioida,,,,,
92666,verkkoutua,network,network,verkkoutua,,,,,
92695,verkostua,do,do,verkostua,,,,,
92696,verkottua,do,do,verkottua,,,,,
92753,verrytellä,flex,flex,verrytellä,,,,,
92810,vertauskuvallistaa,metaphorize,metaphorize,vertauskuvallistaa,,,,,
92811,vesileimata,watermark,watermark,vesileimata,,,,,
92812,vesitiivistää,waterproof,waterproof,vesitiivistää,,,,,
92813,vesittyä,become watered down,become watered down,vesittyä,,,,,
92814,vesittää,water down,water down,vesittää,,,,,
92843,vetelehtiä,mess around,mess around,vetelehtiä,,,,,
92844,vetistellä,cry,cry,vetistellä,,,,,
92845,vetistää,water down,water down,vetistää,,,,,
92874,vettyä,become soaked with water,become soaked with water,vettyä,,,,,
92875,vetäistä,yank,yank,vetäistä,,,,,
92876,vetäytyä,retreat,retreat,vetäytyä,,,,,
92877,vetää,pull,pull,vetää,,,,,
92878,veuhtoa,pull,pull,veuhtoa,,,,,
92907,viedä ulos,take out,take out,viedä ulos,,,,,
92908,viedä,take,take,viedä,,,,,
92909,viehättää,attract,attract,viehättää,,,,,
92938,viekotella,do,do,viekotella,,,,,
92939,viemäröidä,add a sewer to,add a sewer to,viemäröidä,,,,,
92940,vieraannuttaa,estrange,estrange,vieraannuttaa,,,,,
92941,vieraantua,become,become,vieraantua,,,,,
92998,vierittää,roll,roll,vierittää,,,,,
92999,vieriä,roll,roll,vieriä,,,,,
93000,vieroa,shun,shun,vieroa,,,,,
93001,vieroittaa,wean,wean,vieroittaa,,,,,
93002,vieroittua,wean,wean,vieroittua,,,,,
93031,vierähtää,elapse,elapse,vierähtää,,,,,
93032,viestitellä,exchange messages,exchange messages,viestitellä,,,,,
93033,viestittää,communicate,communicate,viestittää,,,,,
93034,viestiä,communicate,communicate,viestiä,,,,,
93035,vietellä,lure,lure,vietellä,,,,,
93036,viettää,pass time,pass time,viettää,,,,,
93037,vihannoida,be verdant,be verdant,vihannoida,,,,,
93066,vihastuttaa,make someone angry,make someone angry,vihastuttaa,,,,,
93095,viheltää,whistle,whistle,viheltää,,,,,
93096,viheriöidä,be green,be green,viheriöidä,,,,,
93097,viherpestä,greenwash,greenwash,viherpestä,,,,,
93098,vihertyä,become green,become green,vihertyä,,,,,
93099,vihertää,have a green shade,have a green shade,vihertää,,,,,
93100,vihjailla,suggest,suggest,vihjailla,,,,,
93101,vihjaista,hint,hint,vihjaista,,,,,
93130,vihkaista,english,english,vihkaista,,,,,
93131,vihkiä,marry,marry,vihkiä,,,,,
93132,vihlaista,english,english,vihlaista,,,,,
93133,vihloa,grate on,grate on,vihloa,,,,,
93162,vihmoittaa,english,english,vihmoittaa,,,,,
93219,viihdyttää,entertain,entertain,viihdyttää,,,,,
93220,viihtyä,get on,get on,viihtyä,,,,,
93249,viilentää,cool,cool,viilentää,,,,,
93250,viilettää,fly,fly,viilettää,,,,,
93251,viiletä,cool,cool,viiletä,,,,,
93252,viillellä,incise,incise,viillellä,,,,,
93253,viiltää,incise,incise,viiltää,,,,,
93254,viimeistellä,finish,finish,viimeistellä,,,,,
93283,viippua,do,do,viippua,,,,,
93284,viipyä,stay,stay,viipyä,,,,,
93285,viisastaa,make wise,make wise,viisastaa,,,,,
93314,viisastua,wise,wise,viisastua,,,,,
93315,viistota,bevel,bevel,viistota,,,,,
93316,viistää,bevel,bevel,viistää,,,,,
93345,viitsiä,bother,bother,viitsiä,,,,,
93346,viittilöidä,wave,wave,viittilöidä,,,,,
93403,viivytellä,linger,linger,viivytellä,,,,,
93404,viivyttää,delay,delay,viivyttää,,,,,
93405,viivästyä,delay,delay,viivästyä,,,,,
93406,vikistä,whine,whine,vikistä,,,,,
93407,vikitellä,lure,lure,vikitellä,,,,,
93436,vilahtaa,zip,zip,vilahtaa,,,,,
93437,vilautella,flash,flash,vilautella,,,,,
93438,vilauttaa,flash,flash,vilauttaa,,,,,
93439,vilistä,bustle,bustle,vilistä,,,,,
93440,viljellä,cultivate,cultivate,viljellä,,,,,
93525,vilkuilla,peep,peep,vilkuilla,,,,,
93526,vilkutella,wave repeatedly,wave repeatedly,vilkutella,,,,,
93555,villiintyä,run wild,run wild,villiintyä,,,,,
93556,villitä,drive wild,drive wild,villitä,,,,,
93557,villiytyä,do,do,villiytyä,,,,,
93558,vilustua,catch a cold,catch a cold,vilustua,,,,,
93587,vingahdella,squeak,squeak,vingahdella,,,,,
93588,vingahtaa,squeak,squeak,vingahtaa,,,,,
93589,vinguttaa,make,make,vinguttaa,,,,,
93646,vinoutua,become slanted,become slanted,vinoutua,,,,,
93703,vipattaa,flap,flap,vipattaa,,,,,
93704,vipeltää,scurry,scurry,vipeltää,,,,,
93705,vipistä,english,english,vipistä,,,,,
93706,virallistua,become official,become official,virallistua,,,,,
93707,viritellä,tune,tune,viritellä,,,,,
93708,virittyä,cock,cock,virittyä,,,,,
93709,virittää,tune,tune,virittää,,,,,
93710,viritä,spark,spark,viritä,,,,,
93739,virkavaltaistaa,bureaucratize,bureaucratize,virkavaltaistaa,,,,,
93740,virkistyä,refresh,refresh,virkistyä,,,,,
93741,virkistäytyä,refresh,refresh,virkistäytyä,,,,,
93742,virkistää,refresh,refresh,virkistää,,,,,
93743,virkkaa,speak,speak,virkkaa,,,,,
93772,virnistää,grin,grin,virnistää,,,,,
93773,virnuilla,grin,grin,virnuilla,,,,,
93830,virottaa,english,english,virottaa,,,,,
93915,virtaviivaistaa,streamline,streamline,virtaviivaistaa,,,,,
93944,virttyä,wear out,wear out,virttyä,,,,,
93945,virua,languish,languish,virua,,,,,
93946,virvelöidä,fish using a spinning rod,fish using a spinning rod,virvelöidä,,,,,
93947,visertää,chirp,chirp,visertää,,,,,
93948,visioida,envision,envision,visioida,,,,,
93949,viskata,throw,throw,viskata,,,,,
93978,vislailla,whistle,whistle,vislailla,,,,,
93979,vispaantua,do,do,vispaantua,,,,,
94008,vispautua,do,do,vispautua,,,,,
94009,vispilöidä,whisk,whisk,vispilöidä,,,,,
94010,visuaalistaa,visualize,visualize,visuaalistaa,,,,,
94039,vitaminoida,vitaminize,vitaminize,vitaminoida,,,,,
94040,vitoa,run as fast as one,run as fast as one,vitoa,,,,,
94069,vitsoa,whip,whip,vitsoa,,,,,
94182,viuhtoa,wave arms vigorously,wave arms vigorously,viuhtoa,,,,,
94295,voihkaista,utter a moan,utter a moan,voihkaista,,,,,
94324,voimaantulla,come into force,come into force,voimaantulla,,,,,
94353,voimistella,do gymnastics,do gymnastics,voimistella,,,,,
94382,voitaa,do,do,voitaa,,,,,
94411,vokata,do,do,vokata,,,,,
94440,vokottaa,do,do,vokottaa,,,,,
94441,vollottaa,cry,cry,vollottaa,,,,,
94442,vongata,beg,beg,vongata,,,,,
94443,vonkua,howl,howl,vonkua,,,,,
94444,vouhottaa,fuss,fuss,vouhottaa,,,,,
94445,vulgarisoida,vulgarize,vulgarize,vulgarisoida,,,,,
94474,vulkanoitua,be vulcanized,be vulcanized,vulkanoitua,,,,,
94475,vuodattaa,shed,shed,vuodattaa,,,,,
94616,vuorovaikuttaa,interact,interact,vuorovaikuttaa,,,,,
94673,vyyhdetä,english,english,vyyhdetä,,,,,
94674,vyyhtiä,coil,coil,vyyhtiä,,,,,
94675,vyöryä,billow,billow,vyöryä,,,,,
94676,vyöttää,belt,belt,vyöttää,,,,,
94677,väheksyä,underrate,underrate,väheksyä,,,,,
94678,vähentyä,decrease in number,decrease in number,vähentyä,,,,,
94679,vähentää,decrease,decrease,vähentää,,,,,
94680,vähetä,decrease in number,decrease in number,vähetä,,,,,
94681,vähäksyä,do,do,vähäksyä,,,,,
94682,vähätellä,underrate,underrate,vähätellä,,,,,
94683,väijyä,lurk,lurk,väijyä,,,,,
94684,väikkyä,glitter,glitter,väikkyä,,,,,
94685,väistyä,yield,yield,väistyä,,,,,
94686,väistää,give way,give way,väistää,,,,,
94687,väitellä,argue,argue,väitellä,,,,,
94688,väittää,claim,claim,väittää,,,,,
94689,väkevöidä,concentrate,concentrate,väkevöidä,,,,,
94690,väkevöittää,do,do,väkevöittää,,,,,
94691,väkevöityä,do,do,väkevöityä,,,,,
94692,väkisinmaata,rape,rape,väkisinmaata,,,,,
94693,välittyä,be transmitted,be transmitted,välittyä,,,,,
94694,välittää,transmit,transmit,välittää,,,,,
94695,väljentää,loosen,loosen,väljentää,,,,,
94696,väljetä,english,english,väljetä,,,,,
94697,väljähtyä,become stale,become stale,väljähtyä,,,,,
94698,välkehtiä,glitter,glitter,välkehtiä,,,,,
94699,välkkyä,blink,blink,välkkyä,,,,,
94700,välkähdellä,glint,glint,välkähdellä,,,,,
94701,välkähtää,do,do,välkähtää,,,,,
94702,vältellä,evade,evade,vältellä,,,,,
94703,välttyä,escape,escape,välttyä,,,,,
94704,välttää,avoid,avoid,välttää,,,,,
94705,välähdellä,flash,flash,välähdellä,,,,,
94706,välähtää,glint,glint,välähtää,,,,,
94707,väläyttää,flash,flash,väläyttää,,,,,
94708,väpättää,flap,flap,väpättää,,,,,
94709,väristä,shiver,shiver,väristä,,,,,
94710,värittää,embellish,embellish,värittää,,,,,
94711,värjätä,do,do,värjätä,,,,,
94712,värjäytyä,get dyed,get dyed,värjäytyä,,,,,
94713,värjääntyä,do,do,värjääntyä,,,,,
94714,värnytä,rare,rare,värnytä,,,,,
94715,värvätä,recruit,recruit,värvätä,,,,,
94716,värväytyä,enlist,enlist,värväytyä,,,,,
94717,värähdellä,vibrate,vibrate,värähdellä,,,,,
94718,väsyttää,tire,tire,väsyttää,,,,,
94719,väsyä,fatigue,fatigue,väsyä,,,,,
94720,väsähtää,do,do,väsähtää,,,,,
94721,väsätä,make,make,väsätä,,,,,
94722,väännellä,do,do,väännellä,,,,,
94723,vääntelehtiä,writhe,writhe,vääntelehtiä,,,,,
94724,vääntyä,be bent,be bent,vääntyä,,,,,
94725,vääntäytyä,bend,bend,vääntäytyä,,,,,
94726,vääntää rautalangasta,explain in plain english,explain in plain english,vääntää rautalangasta,,,,,
94727,vääntää,wrench,wrench,vääntää,,,,,
94728,väärentää,falsify,falsify,väärentää,,,,,
94729,väärinkäyttää,misuse,misuse,väärinkäyttää,,,,,
94730,vääristellä,twist,twist,vääristellä,,,,,
94731,vääristyä,distort,distort,vääristyä,,,,,
94732,vääristää,distort,distort,vääristää,,,,,
94733,wokata,wok,wok,wokata,,,,,
94734,ydinaseistaa,arm with nuclear weapons,arm with nuclear weapons,ydinaseistaa,,,,,
94763,yhdenmukaistua,be standardized,be standardized,yhdenmukaistua,,,,,
94764,yhdensuuntaistaa,parallelize,parallelize,yhdensuuntaistaa,,,,,
94765,yhdensuuntaistua,be parallelized,be parallelized,yhdensuuntaistua,,,,,
94766,yhdentyä,merge,merge,yhdentyä,,,,,
94767,yhdentää,merge,merge,yhdentää,,,,,
94768,yhdetä,english,english,yhdetä,,,,,
94769,yhdistellä,combine,combine,yhdistellä,,,,,
94770,yhdistyä,be joined together,be joined together,yhdistyä,,,,,
94771,yhdistää,connect,connect,yhdistää,,,,,
94772,yhdyttää,meet,meet,yhdyttää,,,,,
94773,yhteenlaskea,do,do,yhteenlaskea,,,,,
94774,yhtenäistyttää,do,do,yhtenäistyttää,,,,,
94775,yhtenäistyä,be harmonized,be harmonized,yhtenäistyä,,,,,
94776,yhtenäistää,unify,unify,yhtenäistää,,,,,
94777,yhteyttää,assimilate,assimilate,yhteyttää,,,,,
94778,yhtiöittää,corporatize,corporatize,yhtiöittää,,,,,
94779,yhtyä,unite,unite,yhtyä,,,,,
94780,yhtäläistyä,become equal,become equal,yhtäläistyä,,,,,
94781,yhtäläistää,equalize,equalize,yhtäläistää,,,,,
94782,yksiköittää,unitize,unitize,yksiköittää,,,,,
94783,yksilöidä,personalise,personalise,yksilöidä,,,,,
94784,yksilöityä,do,do,yksilöityä,,,,,
94785,yksilöllistyä,become individualized,become individualized,yksilöllistyä,,,,,
94786,yksilöllistää,individualize,individualize,yksilöllistää,,,,,
94787,yksinkertaistaa,simplify,simplify,yksinkertaistaa,,,,,
94788,yksinkertaistua,simplify,simplify,yksinkertaistua,,,,,
94789,yksinäistyä,become,become,yksinäistyä,,,,,
94790,yksipuolistaa,make moreided,make moreided,yksipuolistaa,,,,,
94791,yksipuolistua,english,english,yksipuolistua,,,,,
94792,yksisuuntaistaa,make oneway,make oneway,yksisuuntaistaa,,,,,
94793,yksityistyä,be privatized,be privatized,yksityistyä,,,,,
94794,yksityistää,privatize,privatize,yksityistää,,,,,
94795,yleistajuistaa,popularize,popularize,yleistajuistaa,,,,,
94796,yleistyä,become more common,become more common,yleistyä,,,,,
94797,yleistää,universalize,universalize,yleistää,,,,,
94798,ylellistyä,become more luxurious,become more luxurious,ylellistyä,,,,,
94799,ylenannattaa,feel sick,feel sick,ylenannattaa,,,,,
94800,ylenkatsoa,despise,despise,ylenkatsoa,,,,,
94801,ylensyödä,overeat,overeat,ylensyödä,,,,,
94802,ylentyä,english,english,ylentyä,,,,,
94803,ylentää,raise,raise,ylentää,,,,,
94804,ylettyä,reach,reach,ylettyä,,,,,
94805,ylettää,reach,reach,ylettää,,,,,
94806,yletä,rise,rise,yletä,,,,,
94807,ylevöidä,ennoble,ennoble,ylevöidä,,,,,
94808,ylevöittää,ennoble,ennoble,ylevöittää,,,,,
94809,ylevöityä,sublimate,sublimate,ylevöityä,,,,,
94810,yli-ikäistyä,become overaged,become overaged,yli-ikäistyä,,,,,
94839,yliarvostaa,overrate,overrate,yliarvostaa,,,,,
94840,ylihinnoitella,overprice,overprice,ylihinnoitella,,,,,
94841,ylikorostaa,overemphasize,overemphasize,ylikorostaa,,,,,
94842,ylikuormata,overload,overload,ylikuormata,,,,,
94843,ylikuormittaa,overload,overload,ylikuormittaa,,,,,
94844,ylikuormittua,become,become,ylikuormittua,,,,,
94845,ylikuumentua,overheat,overheat,ylikuumentua,,,,,
94846,ylikuumeta,overheat,overheat,ylikuumeta,,,,,
94847,ylikypsentää,overcook,overcook,ylikypsentää,,,,,
94848,yliladata,overload,overload,yliladata,,,,,
94849,ylimainostaa,overpraise,overpraise,ylimainostaa,,,,,
94850,ylipukeutua,overdress,overdress,ylipukeutua,,,,,
94851,ylirasittua,exhaust,exhaust,ylirasittua,,,,,
94852,ylireagoida,overreact,overreact,ylireagoida,,,,,
94853,ylistellä,praise,praise,ylistellä,,,,,
94854,ylistää,praise,praise,ylistää,,,,,
94855,ylittyä,be crossed,be crossed,ylittyä,,,,,
94856,ylittää,cross,cross,ylittää,,,,,
94857,ylitäyttää,overfill,overfill,ylitäyttää,,,,,
94886,yllyttää,incite,incite,yllyttää,,,,,
94887,ylläpitää,maintain,maintain,ylläpitää,,,,,
94888,yllättyä,be surprised,be surprised,yllättyä,,,,,
94889,yllättää,surprise,surprise,yllättää,,,,,
94890,ylpeillä,boast,boast,ylpeillä,,,,,
94891,ylpistyä,become overly proud,become overly proud,ylpistyä,,,,,
94892,ylpistää,make somebody more proud,make somebody more proud,ylpistää,,,,,
94893,ylttää,do,do,ylttää,,,,,
94894,yltyä,rise,rise,yltyä,,,,,
94895,yltää,do,do,yltää,,,,,
94896,ylvästellä,swagger,swagger,ylvästellä,,,,,
94897,ymmärtää,understand,understand,ymmärtää,,,,,
94898,ympyröidä,circle,circle,ympyröidä,,,,,
94899,ympärileikata,circumcise,circumcise,ympärileikata,,,,,
94900,ympärileikkauttaa,order an circumcision,order an circumcision,ympärileikkauttaa,,,,,
94901,ympäröidä,surround,surround,ympäröidä,,,,,
94902,ympätä,graft,graft,ympätä,,,,,
94903,ynistä,english,english,ynistä,,,,,
94904,ynnätä,sum,sum,ynnätä,,,,,
94905,ynähtää,whine,whine,ynähtää,,,,,
94906,yritellä,english,english,yritellä,,,,,
94907,yrittää,try,try,yrittää,,,,,
94908,yrjöttää,feel sick,feel sick,yrjöttää,,,,,
94909,yrjötä,puke,puke,yrjötä,,,,,
94910,yskiskellä,cough,cough,yskiskellä,,,,,
94911,yskittää,make to cough,make to cough,yskittää,,,,,
94912,yskiä,cough,cough,yskiä,,,,,
94913,yskähdellä,cough,cough,yskähdellä,,,,,
94914,yskähtää,cough,cough,yskähtää,,,,,
94915,yskäistä,cough once,cough once,yskäistä,,,,,
94916,ystävystyä,make friends,make friends,ystävystyä,,,,,
94917,yökätä,gag,gag,yökätä,,,,,
94918,yököttää,feel sick,feel sick,yököttää,,,,,
94919,yöpyä,stay overnight,stay overnight,yöpyä,,,,,
